tx_price,beds,baths,sqft,year_built,lot_size,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,insurance,median_school,num_schools,tx_year,Missing_lot_size,school_score,tax_per_sqft,exterior_walls_Brick,exterior_walls_Metal,exterior_walls_Missing,exterior_walls_Other,exterior_walls_Siding (Alum/Vinyl),exterior_walls_Wood,roof_Asphalt,roof_Composition,roof_Gravel/rock,roof_Missing,roof_Other,roof_Shake shingle,basement_1.0,basement_Missing
12.59761122819039,1,1,6.371611847231857,2013,8.38805371737392,4.68213122712422,2.302585092994046,3.4339872044851463,2.995732273553991,4.499809670330265,1.9459101490553132,3.871201010907891,4.07753744390572,3.5263605246161616,65.0,84.0,5.459585514144159,4.406719247264253,9.0,3.0,2013,True,27.0,0.33696135377451997,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.285350445351659,1,1,6.418364935936212,1965,8.38805371737392,4.663439094112067,2.772588722239781,1.9459101490553132,2.6390573296152584,4.477336814478207,1.0986122886681098,3.295836866004329,2.70805020110221,3.6888794541139363,73.0,69.0,5.135798437050262,3.9512437185814275,3.0,3.0,2006,True,9.0,0.2438428673273599,1,0,0,0,0,0,0,1,0,0,0,0,1,0
12.5421912482017,1,1,6.423246963533519,1963,8.38805371737392,5.214935757608986,2.6390573296152584,3.4657359027997265,3.4339872044851463,4.624972813284271,2.3978952727983707,4.31748811353631,4.143134726391533,3.367295829986474,15.0,86.0,5.37989735354046,4.31748811353631,8.0,3.0,2012,True,24.0,0.3010075270489303,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.847665971443902,1,1,6.428105272684596,2000,10.420553663891573,5.293304824724492,2.302585092994046,3.6635616461296463,3.258096538021482,4.852030263919617,2.4849066497880004,4.290459441148391,4.430816798843313,3.6109179126442243,25.0,91.0,5.583496308781699,4.532599493153256,9.0,3.0,2005,False,27.0,0.35683674314626923,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.73670383776449,1,1,6.453624998892692,1992,8.38805371737392,5.0106352940962555,2.0794415416798357,3.1354942159291497,3.044522437723423,4.430816798843313,2.3978952727983707,3.9318256327243257,4.30406509320417,3.6375861597263857,20.0,75.0,4.48863636973214,3.4339872044851463,9.0,3.0,2002,True,27.0,0.1299761844556003,1,0,0,0,0,0,0,0,0,1,0,0,0,1
12.487488878546145,1,1,6.464588303689961,1947,8.38805371737392,4.990432586778736,2.3978952727983707,3.1780538303479458,3.332204510175204,4.465908118654584,2.302585092994046,4.110873864173311,3.970291913552122,3.367295829986474,15.0,86.0,5.1298987149230735,4.07753744390572,8.0,3.0,2004,True,24.0,0.23276946013782165,1,0,0,0,0,0,0,0,0,1,0,0,0,1
12.869020894009179,1,1,6.478509642208569,2000,10.420553663891573,5.293304824724492,2.302585092994046,3.6635616461296463,3.258096538021482,4.852030263919617,2.4849066497880004,4.290459441148391,4.430816798843313,3.6109179126442243,25.0,91.0,5.58724865840025,4.532599493153256,9.0,3.0,2005,False,27.0,0.3430440017844475,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.388398368982115,1,1,6.493753839851686,1983,8.38805371737392,3.9512437185814275,2.1972245773362196,1.9459101490553132,1.0986122886681098,3.713572066704308,2.9444389791664403,3.4965075614664802,3.7376696182833684,3.6109179126442243,49.0,77.0,5.241747015059643,4.189654742026425,6.0,3.0,2013,True,18.0,0.25064080077143186,1,0,0,0,0,0,0,0,0,1,0,0,0,1
12.429220196836383,1,1,6.499787040655854,1965,8.38805371737392,4.787491742782046,2.3978952727983707,3.295836866004329,3.258096538021482,5.214935757608986,2.6390573296152584,4.2626798770413155,3.6109179126442243,4.060443010546419,13.0,83.0,4.997212273764115,3.9512437185814275,6.0,3.0,2007,True,18.0,0.19998590463897908,1,0,0,0,0,0,0,0,0,1,0,0,0,1
12.721888795877375,1,1,6.507277712385012,2006,8.38805371737392,5.003946305945459,2.3978952727983707,3.332204510175204,3.1780538303479458,4.060443010546419,1.791759469228055,3.6375861597263857,3.4011973816621555,3.5553480614894135,29.0,88.0,5.517452896464707,4.465908118654584,6.0,3.0,2015,True,18.0,0.3153234121282364,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.839339770765246,1,1,6.513230110912307,2005,10.749570389366786,5.267858159063328,2.3978952727983707,3.6375861597263857,3.332204510175204,4.897839799950911,2.3978952727983707,4.31748811353631,4.465908118654584,3.4011973816621555,15.0,82.0,5.572154032177765,4.51085950651685,9.0,3.0,2006,False,27.0,0.3288011996439592,0,0,0,1,0,0,0,0,0,1,0,0,0,1
12.25486757159303,1,1,6.523562306149512,1963,8.38805371737392,2.1972245773362196,0.6931471805599453,0.0,1.3862943611198906,2.3978952727983707,0.6931471805599453,2.3978952727983707,2.3978952727983707,4.110873864173311,15.0,63.0,4.997212273764115,3.8066624897703196,4.0,3.0,2006,True,12.0,0.19571189685353893,1,0,0,0,0,0,0,1,0,0,0,0,1,0
